ID,Title,Category,Version,Type,Difficulty,Level,TAP,HOLD,SLIDE,TOUCH,BREAK,Magnitude
3311,ネクロファンタジア～Arr.Demetori,東方Project,FiNALE,STD,MASTER,13+,755,23,168,0,25,1430
3312,Imperishable Night 2006 (2016 Refine),東方Project,FiNALE,STD,BASIC,5,197,11,3,0,15,303
3313,Imperishable Night 2006 (2016 Refine),東方Project,FiNALE,STD,ADVANCED,8+,399,36,10,0,3,516
3314,Imperishable Night 2006 (2016 Refine),東方Project,FiNALE,STD,EXPERT,12,528,56,34,0,44,962
3315,Imperishable Night 2006 (2016 Refine),東方Project,FiNALE,STD,MASTER,13+,862,26,94,0,61,1501
3316,終点,niconico＆ボーカロイド,FiNALE,STD,BASIC,4,150,13,5,0,8,231
3317,終点,niconico＆ボーカロイド,FiNALE,STD,ADVANCED,8,234,17,15,0,8,353
3318,終点,niconico＆ボーカロイド,FiNALE,STD,EXPERT,12,432,46,35,0,18,719
3319,終点,niconico＆ボーカロイド,FiNALE,STD,MASTER,13+,553,39,79,0,39,1063
3320,WORLD'S END UMBRELLA,niconico＆ボーカロイド,FiNALE,STD,BASIC,4,120,18,5,0,5,196
3321,WORLD'S END UMBRELLA,niconico＆ボーカロイド,FiNALE,STD,ADVANCED,8,239,23,13,0,12,384
3322,WORLD'S END UMBRELLA,niconico＆ボーカロイド,FiNALE,STD,EXPERT,10,352,50,29,0,14,609
3323,WORLD'S END UMBRELLA,niconico＆ボーカロイド,FiNALE,STD,MASTER,12,387,46,75,0,11,759
3324,End Time,ゲーム＆バラエティ,FiNALE,STD,BASIC,5,188,1,4,0,5,227
3325,End Time,ゲーム＆バラエティ,FiNALE,STD,ADVANCED,9,281,38,10,0,18,477
3326,End Time,ゲーム＆バラエティ,FiNALE,STD,EXPERT,12+,475,64,34,0,6,735
3327,End Time,ゲーム＆バラエティ,FiNALE,STD,MASTER,14+,829,52,38,0,30,1197
3328,QZKago Requiem,maimai,FiNALE,STD,BASIC,7,270,12,11,0,13,392
3329,QZKago Requiem,maimai,FiNALE,STD,ADVANCED,10+,509,24,24,0,36,809
3330,QZKago Requiem,maimai,FiNALE,STD,EXPERT,13,580,55,64,0,32,1042
3331,QZKago Requiem,maimai,FiNALE,STD,MASTER,14+,838,12,191,0,64,1755
3332,QZKago Requiem,maimai,FiNALE,STD,Re:MASTER,14+,861,19,211,0,90,1982
3333,Schwarzschild,maimai,FiNALE,STD,BASIC,7,235,16,5,0,4,302
3334,Schwarzschild,maimai,FiNALE,STD,ADVANCED,9+,392,33,16,0,2,516
3335,Schwarzschild,maimai,FiNALE,STD,EXPERT,12+,392,65,81,0,11,820
3336,Schwarzschild,maimai,FiNALE,STD,MASTER,14,819,28,49,0,2,1032
3337,Schwarzschild,maimai,FiNALE,STD,Re:MASTER,14+,806,22,45,0,2,995
3338,Alea jacta est!,maimai,FiNALE,STD,BASIC,7,313,16,4,0,8,397
3339,Alea jacta est!,maimai,FiNALE,STD,ADVANCED,9+,375,27,35,0,32,694
3340,Alea jacta est!,maimai,FiNALE,STD,EXPERT,12+,540,74,82,0,45,1159
3341,Alea jacta est!,maimai,FiNALE,STD,MASTER,14,793,51,82,0,84,1561
3342,Alea jacta est!,maimai,FiNALE,STD,Re:MASTER,14+,906,83,77,0,71,1658
3343,FFT,maimai,FiNALE,STD,BASIC,7,215,23,14,0,8,343
3344,FFT,maimai,FiNALE,STD,ADVANCED,9,282,68,18,0,15,547
3345,FFT,maimai,FiNALE,STD,EXPERT,12+,189,143,53,0,22,744
3346,FFT,maimai,FiNALE,STD,MASTER,14,580,61,173,0,35,1396
3347,FFT,maimai,FiNALE,STD,Re:MASTER,14,711,63,155,0,18,1392
3348,雷切-RAIKIRI-,maimai,FiNALE,STD,BASIC,7,257,13,14,0,17,410
3349,雷切-RAIKIRI-,maimai,FiNALE,STD,ADVANCED,9,304,64,23,0,16,581
3350,雷切-RAIKIRI-,maimai,FiNALE,STD,EXPERT,12+,496,47,73,0,54,1079
3351,雷切-RAIKIRI-,maimai,FiNALE,STD,MASTER,14+,1053,13,85,0,39,1529
3352,雷切-RAIKIRI-,maimai,FiNALE,STD,Re:MASTER,14+,1007,43,71,0,46,1536
3353,the EmpErroR,maimai,FiNALE,STD,BASIC,5,185,17,8,0,3,258
3354,the EmpErroR,maimai,FiNALE,STD,ADVANCED,10+,476,35,18,0,4,620
3355,the EmpErroR,maimai,FiNALE,STD,EXPERT,13,657,88,48,0,19,1072
3356,the EmpErroR,maimai,FiNALE,STD,MASTER,14+,938,35,62,0,22,1304
3357,the EmpErroR,maimai,FiNALE,STD,Re:MASTER,14+,836,104,102,0,15,1425
3358,PANDORA PARADOXXX,maimai,FiNALE,STD,BASIC,7+,257,29,15,0,6,390
3359,PANDORA PARADOXXX,maimai,FiNALE,STD,ADVANCED,11,482,63,10,0,13,703
3360,PANDORA PARADOXXX,maimai,FiNALE,STD,EXPERT,13+,613,72,121,0,49,1365
3361,PANDORA PARADOXXX,maimai,FiNALE,STD,MASTER,14+,1017,98,117,0,77,1949
3362,PANDORA PARADOXXX,maimai,FiNALE,STD,Re:MASTER,15,1165,72,90,0,15,1654
3363,Believe the Rainbow,maimai,FiNALE,STD,BASIC,4,126,12,8,0,6,204
3364,Believe the Rainbow,maimai,FiNALE,STD,ADVANCED,8+,277,26,28,0,11,468
3365,Believe the Rainbow,maimai,FiNALE,STD,EXPERT,10,275,38,43,0,14,550
3366,Believe the Rainbow,maimai,FiNALE,STD,MASTER,13,196,0,242,0,7,957
3367,BLACK ROSE,maimai,maimaiでらっくす,DX,BASIC,2,102,10,6,22,2,172
3368,BLACK ROSE,maimai,maimaiでらっくす,DX,ADVANCED,6,216,21,14,38,8,378
3369,BLACK ROSE,maimai,maimaiでらっくす,DX,EXPERT,9+,301,47,47,46,4,602
3370,BLACK ROSE,maimai,maimaiでらっくす,DX,MASTER,12,530,39,95,43,2,946
3371,Secret Sleuth,maimai,maimaiでらっくす,DX,BASIC,2,84,6,4,16,1,129
3372,Secret Sleuth,maimai,maimaiでらっくす,DX,ADVANCED,7,185,15,10,42,11,342
3373,Secret Sleuth,maimai,maimaiでらっくす,DX,EXPERT,10+,389,83,32,55,9,751
3374,Secret Sleuth,maimai,maimaiでらっくす,DX,MASTER,13,492,53,83,88,10,985
3375,Secret Sleuth,maimai,maimaiでらっくす,DX,Re:MASTER,13+,682,68,103,35,9,1207
3376,でらっくmaimai♪てんてこまい!,maimai,maimaiでらっくす,DX,BASIC,4,130,19,4,11,7,226
3377,でらっくmaimai♪てんてこまい!,maimai,maimaiでらっくす,DX,ADVANCED,7+,292,23,20,12,9,455
3378,でらっくmaimai♪てんてこまい!,maimai,maimaiでらっくす,DX,EXPERT,10,404,69,44,61,10,785
3379,でらっくmaimai♪てんてこまい!,maimai,maimaiでらっくす,DX,MASTER,12+,518,44,132,68,10,1120
3380,MAXRAGE,maimai,maimaiでらっくす,DX,BASIC,5,158,8,4,13,3,214
3381,MAXRAGE,maimai,maimaiでらっくす,DX,ADVANCED,7+,293,44,8,13,5,443
3382,MAXRAGE,maimai,maimaiでらっくす,DX,EXPERT,11,527,57,19,43,27,876
3383,MAXRAGE,maimai,maimaiでらっくす,DX,MASTER,13+,650,35,107,114,32,1315
3384,MAXRAGE,maimai,maimaiでらっくす,DX,Re:MASTER,14,731,73,79,43,39,1352
3385,バーチャルダム　ネーション,maimai,maimaiでらっくす,DX,BASIC,4,141,13,4,14,3,208
3386,バーチャルダム　ネーション,maimai,maimaiでらっくす,DX,ADVANCED,8,279,31,13,26,2,416
3387,バーチャルダム　ネーション,maimai,maimaiでらっくす,DX,EXPERT,10+,483,89,10,60,11,806
3388,バーチャルダム　ネーション,maimai,maimaiでらっくす,DX,MASTER,13+,609,67,79,148,6,1158
3389,バーチャルダム　ネーション,maimai,maimaiでらっくす,DX,Re:MASTER,14,640,71,129,100,44,1489
3390,P-qoq,maimai,maimaiでらっくす,DX,BASIC,2,96,7,1,13,2,136
3391,P-qoq,maimai,maimaiでらっくす,DX,ADVANCED,7,262,20,11,20,2,365
3392,P-qoq,maimai,maimaiでらっくす,DX,EXPERT,10,313,71,13,64,27,693
3393,P-qoq,maimai,maimaiでらっくす,DX,MASTER,13,601,53,114,109,18,1248
3394,超常マイマイン,maimai,maimaiでらっくす,DX,BASIC,3,121,14,3,9,4,187
3395,超常マイマイン,maimai,maimaiでらっくす,DX,ADVANCED,7,260,35,12,19,5,410
3396,超常マイマイン,maimai,maimaiでらっくす,DX,EXPERT,10,522,57,9,34,26,827
3397,超常マイマイン,maimai,maimaiでらっくす,DX,MASTER,12+,726,19,99,124,18,1275
3398,超常マイマイン,maimai,maimaiでらっくす,DX,Re:MASTER,13+,663,121,110,122,53,1622
3399,Crazy Circle,maimai,maimaiでらっくす,DX,BASIC,2,126,5,7,9,2,176
3400,Crazy Circle,maimai,maimaiでらっくす,DX,ADVANCED,6,308,3,16,36,16,478
3401,Crazy Circle,maimai,maimaiでらっくす,DX,EXPERT,9,328,57,29,42,7,606
3402,Crazy Circle,maimai,maimaiでらっくす,DX,MASTER,12+,671,64,73,78,24,1216
3403,STEREOSCAPE,maimai,maimaiでらっくす,DX,BASIC,3,106,9,5,10,2,159
3404,STEREOSCAPE,maimai,maimaiでらっくす,DX,ADVANCED,6,192,37,13,26,12,391
3405,STEREOSCAPE,maimai,maimaiでらっくす,DX,EXPERT,9,323,29,27,25,5,512
3406,STEREOSCAPE,maimai,maimaiでらっくす,DX,MASTER,12,379,58,57,83,25,874
3407,STEREOSCAPE,maimai,maimaiでらっくす,DX,Re:MASTER,13,529,31,109,47,17,1050
3408,HOT LIMIT,POPS＆アニメ,maimaiでらっくす,DX,BASIC,3,96,2,1,9,4,132
3409,HOT LIMIT,POPS＆アニメ,maimaiでらっくす,DX,ADVANCED,6,165,17,9,13,13,304
3410,HOT LIMIT,POPS＆アニメ,maimaiでらっくす,DX,EXPERT,9,200,38,16,49,20,473
3411,HOT LIMIT,POPS＆アニメ,maimaiでらっくす,DX,MASTER,12,432,34,30,44,23,749
3412,メルト,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,103,10,7,13,4,177
3413,メルト,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,242,24,8,23,5,362
3414,メルト,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,8+,368,49,39,27,14,680
3415,メルト,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,11+,406,59,96,31,5,868
3416,メルティランドナイトメア,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,2,85,5,7,11,3,142
3417,メルティランドナイトメア,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,212,18,8,24,4,316
3418,メルティランドナイトメア,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,8+,291,52,29,39,6,551
3419,メルティランドナイトメア,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,11+,440,20,78,32,3,761
3420,アディショナルメモリー,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,2,68,7,4,12,4,126
3421,アディショナルメモリー,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,216,13,12,10,6,318
3422,アディショナルメモリー,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9+,365,46,10,21,8,548
3423,アディショナルメモリー,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12,423,43,91,10,18,882
3424,ナイト・オブ・ナイツ (Cranky Remix),東方Project,maimaiでらっくす,DX,BASIC,4,124,5,6,23,6,205
3425,ナイト・オブ・ナイツ (Cranky Remix),東方Project,maimaiでらっくす,DX,ADVANCED,7,265,29,14,10,6,405
3426,ナイト・オブ・ナイツ (Cranky Remix),東方Project,maimaiでらっくす,DX,EXPERT,10,386,47,27,53,35,789
3427,ナイト・オブ・ナイツ (Cranky Remix),東方Project,maimaiでらっくす,DX,MASTER,13,571,33,50,127,30,1064
3428,Strobe♡Girl,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,2,59,11,3,16,1,111
3429,Strobe♡Girl,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7,226,7,22,23,6,359
3430,Strobe♡Girl,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,10,251,52,16,35,27,573
3431,Strobe♡Girl,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,408,67,68,32,22,888
3432,イカサマライフゲイム,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,4,145,17,5,6,8,240
3433,イカサマライフゲイム,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7+,294,23,15,27,13,477
3434,イカサマライフゲイム,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,10+,467,51,42,61,24,876
3435,イカサマライフゲイム,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,593,51,114,65,31,1257
3436,STARTLINER,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,BASIC,2,112,9,5,6,5,176
3437,STARTLINER,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,ADVANCED,6,190,27,18,27,4,345
3438,STARTLINER,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,EXPERT,9,249,48,24,30,19,542
3439,STARTLINER,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,MASTER,11+,293,53,75,92,8,756
3440,STARTLINER,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,Re:MASTER,12,334,33,36,131,33,804
3441,アカリがやってきたぞっ,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,145,10,3,8,9,227
3442,アカリがやってきたぞっ,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,252,22,14,15,12,413
3443,アカリがやってきたぞっ,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,10,347,80,59,51,23,850
3444,アカリがやってきたぞっ,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,353,52,119,97,11,966
3445,Jump!! Jump!! Jump!!,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,BASIC,3,120,15,4,14,3,191
3446,Jump!! Jump!! Jump!!,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,ADVANCED,7,253,43,11,17,14,459
3447,Jump!! Jump!! Jump!!,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,EXPERT,9,328,64,20,62,6,608
3448,Jump!! Jump!! Jump!!,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,MASTER,12,352,61,90,59,12,863
3449,Scarlet Wings,maimai,maimaiでらっくす,DX,BASIC,4,143,15,4,14,9,244
3450,Scarlet Wings,maimai,maimaiでらっくす,DX,ADVANCED,7+,277,31,14,36,4,437
3451,Scarlet Wings,maimai,maimaiでらっくす,DX,EXPERT,10,369,35,31,47,26,709
3452,Scarlet Wings,maimai,maimaiでらっくす,DX,MASTER,12+,511,29,93,74,40,1122
3453,魔ジョ狩リ,maimai,maimaiでらっくす,DX,BASIC,5,140,13,5,16,10,247
3454,魔ジョ狩リ,maimai,maimaiでらっくす,DX,ADVANCED,8,233,17,10,40,6,367
3455,魔ジョ狩リ,maimai,maimaiでらっくす,DX,EXPERT,11,426,34,32,54,4,664
3456,魔ジョ狩リ,maimai,maimaiでらっくす,DX,MASTER,13+,416,69,65,102,13,916
3457,TwisteD! XD,maimai,maimaiでらっくす,DX,BASIC,4,128,13,4,14,3,195
3458,TwisteD! XD,maimai,maimaiでらっくす,DX,ADVANCED,8+,258,41,15,16,8,441
3459,TwisteD! XD,maimai,maimaiでらっくす,DX,EXPERT,11,345,70,32,150,19,826
3460,TwisteD! XD,maimai,maimaiでらっくす,DX,MASTER,13+,594,31,63,155,28,1140
3461,Blows Up Everything,maimai,maimaiでらっくす,DX,BASIC,5,169,10,4,13,8,254
3462,Blows Up Everything,maimai,maimaiでらっくす,DX,ADVANCED,9,353,24,14,32,23,590
3463,Blows Up Everything,maimai,maimaiでらっくす,DX,EXPERT,11+,429,122,70,42,66,1255
3464,Blows Up Everything,maimai,maimaiでらっくす,DX,MASTER,13+,563,17,130,276,22,1373
3465,Blows Up Everything,maimai,maimaiでらっくす,DX,Re:MASTER,14,714,80,112,43,63,1568
3466,METEOR,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,104,7,2,6,6,160
3467,METEOR,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7,237,12,7,18,14,370
3468,METEOR,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,307,23,50,14,21,622
3469,METEOR,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12,358,33,65,44,44,883
3470,グリーンライツ・セレナーデ,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,129,6,2,4,4,171
3471,グリーンライツ・セレナーデ,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7,324,16,6,13,10,437
3472,グリーンライツ・セレナーデ,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,10,458,49,23,42,41,872
3473,グリーンライツ・セレナーデ,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,568,17,137,128,11,1196
3474,だれかの心臓になれたなら,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,141,7,2,6,5,192
3475,だれかの心臓になれたなら,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,231,27,11,12,8,370
3476,だれかの心臓になれたなら,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,318,34,68,61,11,706
3477,だれかの心臓になれたなら,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,11+,496,49,76,97,11,974
3478,39みゅーじっく！,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,77,8,4,22,7,162
3479,39みゅーじっく！,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,187,11,8,13,23,361
3480,39みゅーじっく！,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,301,40,27,44,21,611
3481,39みゅーじっく！,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,11+,367,24,68,101,14,790
3482,デビル☆アイドル,POPS＆アニメ,maimaiでらっくす,DX,BASIC,4,69,5,6,6,6,133
3483,デビル☆アイドル,POPS＆アニメ,maimaiでらっくす,DX,ADVANCED,7,209,10,5,7,22,361
3484,デビル☆アイドル,POPS＆アニメ,maimaiでらっくす,DX,EXPERT,9+,215,52,10,23,15,447
3485,デビル☆アイドル,POPS＆アニメ,maimaiでらっくす,DX,MASTER,12+,271,68,58,28,14,679
3486,デンパラダイム,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,95,20,6,28,4,201
3487,デンパラダイム,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7+,244,32,13,11,16,438
3488,デンパラダイム,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,11+,513,68,37,56,30,966
3489,デンパラダイム,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,13,458,112,76,155,11,1120
3490,骸骨楽団とリリア,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,122,16,2,8,4,188
3491,骸骨楽団とリリア,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7+,227,22,18,15,12,400
3492,骸骨楽団とリリア,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,11,446,81,22,30,8,744
3493,骸骨楽団とリリア,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,13,508,74,65,47,30,1048
3494,星屑ユートピア,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,144,16,1,6,3,200
3495,星屑ユートピア,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7,292,11,6,18,4,370
3496,星屑ユートピア,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,10+,444,79,46,82,10,872
3497,星屑ユートピア,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,563,59,69,95,4,1003
3498,アマツキツネ,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,2,86,12,8,15,4,169
3499,アマツキツネ,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,7,220,17,10,30,12,374
3500,アマツキツネ,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,384,30,39,26,10,637
3501,アマツキツネ,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,11+,456,45,86,66,8,910
3502,♡マイマイマイラブ♡,maimai,maimaiでらっくす,DX,BASIC,4,142,20,4,8,9,247
3503,♡マイマイマイラブ♡,maimai,maimaiでらっくす,DX,ADVANCED,7+,203,55,8,24,11,416
3504,♡マイマイマイラブ♡,maimai,maimaiでらっくす,DX,EXPERT,10,258,49,30,44,52,750
3505,♡マイマイマイラブ♡,maimai,maimaiでらっくす,DX,MASTER,12+,454,18,100,77,36,1047
3506,一か罰,maimai,maimaiでらっくす,DX,BASIC,5,153,19,5,12,4,238
3507,一か罰,maimai,maimaiでらっくす,DX,ADVANCED,7+,286,28,11,9,6,414
3508,一か罰,maimai,maimaiでらっくす,DX,EXPERT,11,515,31,35,89,18,861
3509,一か罰,maimai,maimaiでらっくす,DX,MASTER,12+,524,51,62,56,35,1043
3510,一か罰,maimai,maimaiでらっくす,DX,Re:MASTER,14,538,94,112,76,108,1678
3511,キリキリ舞Mine,maimai,maimaiでらっくす,DX,BASIC,4,117,27,10,12,2,223
3512,キリキリ舞Mine,maimai,maimaiでらっくす,DX,ADVANCED,7+,284,59,10,17,5,474
3513,キリキリ舞Mine,maimai,maimaiでらっくす,DX,EXPERT,11,364,75,46,59,22,821
3514,キリキリ舞Mine,maimai,maimaiでらっくす,DX,MASTER,13,673,44,96,50,16,1179
3515,福宿音屋魂音泉,maimai,maimaiでらっくす,DX,BASIC,4,133,7,6,14,9,224
3516,福宿音屋魂音泉,maimai,maimaiでらっくす,DX,ADVANCED,7,249,39,11,43,10,453
3517,福宿音屋魂音泉,maimai,maimaiでらっくす,DX,EXPERT,10+,397,35,32,74,25,762
3518,福宿音屋魂音泉,maimai,maimaiでらっくす,DX,MASTER,13,474,68,96,191,42,1299
3519,Now or Never,maimai,maimaiでらっくす,DX,BASIC,5,134,16,7,6,2,203
3520,Now or Never,maimai,maimaiでらっくす,DX,ADVANCED,7,250,51,16,12,6,442
3521,Now or Never,maimai,maimaiでらっくす,DX,EXPERT,10,415,124,25,32,28,910
3522,Now or Never,maimai,maimaiでらっくす,DX,MASTER,13,724,20,153,90,20,1413
3523,Now or Never,maimai,maimaiでらっくす,DX,Re:MASTER,14,722,40,151,26,65,1606
3524,玩具狂奏曲 -終焉-,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,BASIC,5,127,26,5,43,4,257
3525,玩具狂奏曲 -終焉-,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,ADVANCED,8,220,55,6,44,4,412
3526,玩具狂奏曲 -終焉-,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,EXPERT,13,327,134,71,47,35,1030
3527,玩具狂奏曲 -終焉-,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,MASTER,13+,660,65,78,125,19,1244
3528,Titania,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,BASIC,6,147,30,6,20,8,285
3529,Titania,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,ADVANCED,8,239,28,21,27,10,435
3530,Titania,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,EXPERT,12,496,70,55,65,24,986
3531,Titania,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,MASTER,14+,831,45,74,50,31,1348
3532,"Little ""Sister"" Bitch",東方Project,maimaiでらっくす,DX,BASIC,4,157,13,4,17,5,237
3533,"Little ""Sister"" Bitch",東方Project,maimaiでらっくす,DX,ADVANCED,7+,267,14,7,50,20,466
3534,"Little ""Sister"" Bitch",東方Project,maimaiでらっくす,DX,EXPERT,11,342,83,39,84,25,834
3535,"Little ""Sister"" Bitch",東方Project,maimaiでらっくす,DX,MASTER,13+,644,25,98,66,33,1219
3536,Yakumo >>JOINT STRUGGLE (2019 Update),東方Project,maimaiでらっくす,DX,BASIC,4,123,15,6,18,2,199
3537,Yakumo >>JOINT STRUGGLE (2019 Update),東方Project,maimaiでらっくす,DX,ADVANCED,7+,279,18,9,29,20,471
3538,Yakumo >>JOINT STRUGGLE (2019 Update),東方Project,maimaiでらっくす,DX,EXPERT,11,404,37,47,16,10,685
3539,Yakumo >>JOINT STRUGGLE (2019 Update),東方Project,maimaiでらっくす,DX,MASTER,13+,779,53,33,114,50,1348
3540,げきオコスティックファイナリアリティぷんぷんマスタースパーク,東方Project,maimaiでらっくす,DX,BASIC,3,119,10,2,10,5,180
3541,げきオコスティックファイナリアリティぷんぷんマスタースパーク,東方Project,maimaiでらっくす,DX,ADVANCED,7,240,32,12,16,14,426
3542,げきオコスティックファイナリアリティぷんぷんマスタースパーク,東方Project,maimaiでらっくす,DX,EXPERT,10,238,74,40,16,20,622
3543,げきオコスティックファイナリアリティぷんぷんマスタースパーク,東方Project,maimaiでらっくす,DX,MASTER,12+,498,55,80,9,27,992
3544,Agitation！,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,BASIC,5,118,16,10,10,9,235
3545,Agitation！,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,ADVANCED,7,174,44,13,30,22,441
3546,Agitation！,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,EXPERT,10,342,42,45,39,29,745
3547,Agitation！,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,MASTER,12,531,40,61,21,12,875
3548,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,BASIC,5,99,34,16,13,6,258
3549,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,ADVANCED,7+,272,43,15,21,8,464
3550,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,EXPERT,10,417,65,42,30,18,793
3551,管弦楽組曲 第3番 ニ長調「第2曲（G線上のアリア）」BWV.1068-2,オンゲキ＆CHUNITHM,maimaiでらっくす,DX,MASTER,13+,718,58,74,44,43,1315
3552,CocktaiL,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,2,97,11,3,8,4,156
3553,CocktaiL,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,188,20,9,11,20,366
3554,CocktaiL,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,183,56,33,40,10,484
3555,CocktaiL,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12+,523,44,77,15,14,927
3556,太陽系デスコ,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,4,151,18,2,8,5,226
3557,太陽系デスコ,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,243,44,4,19,20,462
3558,太陽系デスコ,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9+,373,39,48,24,16,699
3559,太陽系デスコ,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12,466,28,108,98,13,1009
3560,だからパンを焼いたんだ,niconico＆ボーカロイド,maimaiでらっくす,DX,BASIC,3,85,19,2,25,5,179
3561,だからパンを焼いたんだ,niconico＆ボーカロイド,maimaiでらっくす,DX,ADVANCED,6,228,32,14,28,8,402
3562,だからパンを焼いたんだ,niconico＆ボーカロイド,maimaiでらっくす,DX,EXPERT,9,283,67,40,31,8,608
3563,だからパンを焼いたんだ,niconico＆ボーカロイド,maimaiでらっくす,DX,MASTER,12,608,17,97,66,13,1064
